	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10068.Gastrectomy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10056.Gastrectomy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10455.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10243.Gastrectomy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10618.Healthy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10104.Gastrectomy	10369.Gastrectomy	10574.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10562.Healthy	10395.Gastrectomy	10742.Gastrectomy	10672.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10509.Gastrectomy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
Klebsiella oxytoca	0.0	5.33928777232e-05	0.0	0.0	0.0	0.0	0.000103645980462	0.0	0.0	0.0	0.0	0.001428819939	0.0	0.0	0.0	0.0	1.03917073362e-05	0.0	1.34596148223e-05	0.0	0.0	0.0	0.0	0.000145225084348	0.0	0.0	0.0041994121174	0.000173836965757	0.0	0.0	0.0	0.0	0.000119966282719	0.00016542141108	0.0	0.0	4.82333987415e-05	2.54747745487e-05	0.0	0.0	0.0	0.0	4.77526303656e-05	0.0	0.0	0.0	1.14719790039e-05	0.0	0.0	0.0	0.0	0.0	3.96508049276e-05	0.000720645747241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79879199577e-07	0.000661283960766	9.47425776978e-05	0.0	0.0	2.19269975402e-05	0.0	7.07902680248e-06	0.0	0.0	0.000212823174291	1.14466201599e-05	0.0	0.0	0.0	0.0	0.0	1.12845010951e-05	0.0	0.00012799199975	0.0	0.00906087025395	1.07581567098e-05	0.0	0.00041577867739	0.00255486096021	0.0	0.00020071791864	5.26667160218e-05	0.0	0.0	0.0	8.18559676971e-06	1.09531256026e-05	0.0	0.0	0.00868110502995	5.55367503958e-05	0.0	0.000190627608287	0.0	0.0
Klebsiella pneumoniae	0.0	0.00021206503231	0.0	0.000542904636502	0.0	0.0	0.000765563796279	0.0	1.80890412165e-05	0.0	0.010313676228	0.000470952525281	0.0	0.0	0.0	0.000128807627511	0.000183086710344	3.51033944463e-05	0.0142263868551	0.0	0.0	0.0	0.0	0.0	0.0148436513492	6.28394578311e-05	7.55969860226e-05	9.40288473047e-05	0.0	6.29445864055e-05	0.0160355816075	0.0	0.319381096998	0.131921285384	6.6721539129e-06	0.00949286362983	0.0	0.00398079223558	0.0	4.18908677607e-06	0.0	8.73662416409e-05	7.71339385904e-05	0.0	0.0	0.0	0.00052393277832	0.0407268819879	0.0	0.0	2.56781901053e-05	0.0	0.0039944277556	0.00513558257651	0.000515514282875	0.0	0.0	0.0	0.0	0.000168003729838	0.0	0.000110921994382	0.0	0.00340303268799	4.203249027e-05	0.00110498507228	5.37890783482e-05	0.0	0.0	0.013931510134	0.0	4.88878790546e-05	0.0	0.021855026217	5.71181836587e-06	0.00182868994068	1.00346815248e-05	0.0	0.000456040300473	0.0	0.0	0.115357845768	0.0	0.00320050715327	0.16111183317	0.000115954361438	0.0821568771597	0.0	0.00136704361094	0.015650884293	0.0	0.0351802233305	5.46929392538e-05	0.0165602488795	0.010912204367	0.0	3.2364464809e-05	0.0	0.00159165250876	0.0	0.000189435559759	0.0368716914685	0.0	0.0360514132839	1.02307083552e-05	3.17073926671e-05
Klebsiella sp. 1_1_55	0.0	8.44884483048e-05	0.0	1.52067377734e-05	0.0	0.0	0.000128046324932	0.0	0.0	0.0	8.45704474406e-05	0.000281325312015	0.0	0.0	0.0	2.58909198314e-05	0.0	0.0	0.00208360116619	0.0	0.0	0.0	0.0	0.0	0.000130479356478	0.0	0.0	0.0	0.0	0.0	0.00012875425211	0.0	0.000381255500072	0.00198837046896	6.80630351623e-06	0.0	2.30966063326e-05	0.0	0.0	4.27331210069e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.68898462409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000115073410527	0.000877541973527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73942319628e-05	1.67954993661e-06	0.00136201806853	0.0	0.0	0.0	8.04805518303e-05	0.0	0.0	0.0	1.65876303388e-05	2.09702675341e-06	0.0	3.02603733206e-05	0.0	1.07150239811e-05	0.0	0.0	2.27324924174e-05	0.0	3.7171718103e-05	0.000125934607501	0.0	0.0500778544844	0.0	0.0	0.0	0.0	0.00159457650758	0.0	6.62009939482e-05	0.0	0.0	0.0	1.09572784464e-05	1.24989914735e-05	0.0	0.0	0.00145666618244	0.0	3.44605032364e-05	0.0	0.0
Klebsiella variicola	0.0	0.0	0.0	0.0	0.0	0.0	0.000147719253559	0.0	0.0	0.0	7.17849888886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00239154942342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54693206648e-05	0.0	0.0	0.0	2.82073512605e-05	0.0	0.0	0.0106334006248	6.79856834854e-06	0.0	0.0	0.0	0.0	4.26845560471e-06	0.0	0.0	4.19506502637e-05	0.0	0.0	0.0	5.77959046287e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.52899311662e-05	0.00105283588428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67764117654e-06	0.00192632725862	0.0	0.0	0.0	0.000106269226201	0.0	0.0	0.0	9.90307349808e-05	2.09464354297e-06	3.74071488214e-05	2.01592500426e-05	0.0	1.01461362978e-05	0.0	0.0	0.000431603365375	0.0	0.0	0.00012554074583	0.0	0.0348626517456	0.0	0.0	3.00878528567e-05	0.0	0.00117134193193	0.0	2.81051711183e-05	0.0	0.0	0.0	1.09510503609e-05	0.0	0.0	0.0	0.00206538573684	0.0	0.000193085918075	0.0	0.0
Kocuria rhizophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kordia algicida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42857664452e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63572167295e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.76951359398e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ktedonobacter racemifer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.37045810298e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnoanaerobaculum saburreum	0.0	2.2621775652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20822286061e-05	0.0	0.0	0.0	0.0	0.0	7.5115462092e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33287640377e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12092329797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44324001764e-05	0.0	0.0	0.0	1.24062881326e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.07366952618e-05	1.34380221871e-05	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium 1_1_57FAA	0.0	0.0	6.50634169755e-06	4.89924445667e-05	0.0	4.63944212634e-06	0.0	0.0	0.0	0.0	4.6437794103e-06	0.000102313853327	5.72080318187e-05	0.0	0.0	4.87139985546e-05	0.0	0.0	0.0	0.0	0.0	3.9162891925e-06	1.07266399496e-05	0.0	0.0	0.0	6.34068232609e-05	7.49874979332e-06	0.000958859924179	1.43523468047e-05	1.5101183852e-05	0.0	0.0	0.0	0.0	6.01466820227e-06	0.0	0.0	0.0	0.0	0.0	0.00325702059618	2.18715122072e-05	0.0	0.0	3.25036277343e-05	0.0	0.0	0.0	0.0	5.79500057038e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.30633103791e-06	0.0	0.0	0.0	6.19634859502e-06	4.78300462274e-05	0.000250748297942	0.0	0.0	0.0	0.0	4.42403797115e-05	3.52058295848e-05	0.0	0.0	0.0	6.06848008285e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03951439642e-05	0.0	6.92831051884e-05	0.0	0.0	0.000289062873355	0.0025334691747	0.0	8.69876503949e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69147124172e-05	0.000554331466772	0.0	0.0	0.0	5.71021315773e-06	5.35116972752e-06
Lachnospiraceae bacterium 1_4_56FAA	0.00155068420499	0.000352832990835	0.000464602042734	0.00018132015229	0.0	0.0	0.000189214639741	0.000154445607261	3.87437304726e-05	1.17149381342e-05	0.0	0.000122212713802	0.0	0.0	0.000554667293992	0.0	0.0	0.00077475431821	0.0	0.0	0.0	3.00084772834e-05	0.0	0.00621084728346	0.0	0.0	0.000128547989165	0.000181626755308	0.0	0.0	0.0	0.0	0.0	0.0	0.000630660314588	0.0	0.000516769655927	0.0	0.000421582479619	0.0	0.0	0.00153819769269	6.36211448292e-05	0.000317255433451	0.0	0.000462037179342	0.0	0.0	0.00109919621303	0.000133182618423	0.0	0.000890680357889	0.0	8.64855645531e-05	0.0	0.0	0.0	0.000104731377966	0.0	0.0	7.03365325453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73877786983e-05	9.30738574812e-05	0.0015218136155	0.0	0.0	0.0	3.78060960996e-05	0.0	0.0	0.00435152482358	0.0	0.0	7.73419678334e-05	2.28700923412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147026882579	0.0	0.0	0.0	0.0	7.00460235972e-05	1.24453022806e-05	0.0	0.0	4.20101391522e-05	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium 2_1_46FAA	0.0	0.0038967810957	0.00124497375162	1.38414677519e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10256226614e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.92202325225e-05	0.0	0.0	1.33693925993e-05	0.0	1.27145760579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265607800985	0.0	0.0	0.0	0.0	0.0	0.0	3.18488730723e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48767777845e-06	0.0	0.0	0.0	1.2107399195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15854166777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium 2_1_58FAA	0.00229979261745	0.0132590775223	0.00298304737222	0.0146018870506	0.0	5.26553209197e-06	1.31707192159e-05	0.00514552629625	0.0	1.20258397797e-05	4.600017916e-06	0.00812746300348	0.000925465827412	0.0119747939988	0.000792721813422	0.00278253657669	0.0	0.0196520901391	0.0	0.00720878042471	0.0	0.0	0.000221046534626	0.0109076435662	0.0	0.0	0.000720682503997	8.32724166955e-05	0.000723530602198	0.00354881418624	0.000713555767071	0.0242055793761	7.97719982907e-06	8.94490314103e-06	0.015140470187	5.78938072809e-06	0.000766527498685	1.38620549095e-05	0.000617455175859	0.00391245346021	0.00859528095913	0.0	0.000104957785542	0.0135293108285	2.95338407238e-06	0.000216822490956	0.0	0.0	0.000751658179301	5.68047855112e-05	0.0	0.00364748394034	0.00191918960804	5.34601863466e-05	4.97016952174e-06	8.64379997623e-05	0.00672770126311	4.82946860584e-05	0.00172756540126	3.78893184177e-06	0.000962267515644	0.00623249099266	5.85823833377e-05	0.00065521457053	1.4697918577e-05	0.0	0.00152566864537	2.08153076945e-05	0.000292139279193	0.000687892020366	0.00635104401853	0.00205188637506	0.0	0.000321872568609	1.94047142709e-05	0.000515464886395	0.0	5.20413968171e-05	0.0	0.00055934754149	0.0	0.000520853021429	1.03846015308e-05	3.13622271856e-05	0.000110086604248	0.0230011458847	0.00159981337697	0.00487437574313	0.00280410746554	0.0	4.10676170825e-06	2.6909948119e-05	9.43305095252e-06	0.0	3.75297595382e-05	0.0446151348112	8.99851353543e-05	8.98812105681e-05	0.0	0.000119027812055	7.90871210369e-05	1.72500169196e-05	1.12910466526e-05	0.0	6.63059440699e-05	9.53433476115e-05
Lachnospiraceae bacterium 3_1_46FAA	0.0	0.0	1.24876639736e-05	0.000303660167403	0.0	1.06284616542e-05	2.00178023226e-05	0.000134906636876	0.00173006106552	0.00022333349912	0.0	0.00092356063211	0.00450972068184	0.00789011308815	0.0	2.16257373108e-05	0.00029900654619	0.0	0.0	0.0105693686743	0.000834324380942	3.68801107757e-06	0.000189569138974	0.0	7.1292925951e-05	0.0	8.63837901539e-05	5.64932178321e-06	0.00821077276427	1.27361894101e-05	0.00403723739259	0.0	0.0	0.000200836233356	0.00749106255055	5.32544165156e-06	0.0	0.0	0.00227196018422	0.00164099506256	0.00495161190588	0.00308590192998	0.000516271029783	0.000148624605303	0.0	0.000216057767987	0.0	0.0	1.85221527946e-05	0.0	1.16022172669e-05	0.0235171539332	0.00946581740348	0.0	0.000191138757756	0.000563155658951	0.0	0.0	0.0	0.0	1.58903834747e-05	5.83516720438e-06	0.00096938410127	0.000558817248099	0.0	0.0	0.000193351265662	0.0	0.000511081220512	0.00153029936594	0.0233399321248	0.00137875939518	0.0	1.35238826247e-05	0.0	0.0	0.0	0.0	0.0	0.000308098841256	3.54401127786e-05	0.0	8.39489462512e-07	1.22012869244e-05	0.000136051355993	0.0	0.0	0.00540773717568	0.000878685324737	0.0	0.00173759742149	0.0	3.7460377568e-05	1.31700700407e-05	0.0	0.0	0.0008385510997	0.000807575278354	0.0	1.9537698363e-05	0.0	0.0	0.0	0.000121985995949	0.0	5.65423186524e-05
Lachnospiraceae bacterium 3_1_57FAA_CT1	0.0	0.0	0.000185430829318	0.0	0.0	0.0	9.80420593563e-06	0.0	0.0	1.15332389545e-05	0.0	0.0	2.78741318268e-05	4.43443855125e-05	0.0	0.0	0.0	0.000279050431603	1.22737348711e-05	9.66854473131e-06	0.00061874410712	0.0	7.39153505149e-05	0.0	8.24101368881e-05	0.0	0.0	1.98677463055e-05	1.77959105769e-05	0.0	3.66004110233e-05	0.0	0.0	3.43140129058e-05	0.00027832495545	2.22089475859e-05	0.0	6.64711964409e-06	0.0	0.000362932500448	0.000238221092438	0.0	0.00042591377187	0.0	0.0	1.56852056344e-05	0.0	0.0	0.0	0.000185749013137	0.000122399521951	0.0	0.000497489590994	0.0	0.0	1.14264163756e-05	0.0	0.0	0.0	2.90698410185e-05	0.0	0.0	0.0	0.000331253514747	0.0	1.24788884787e-05	0.0	5.32337969908e-05	2.4580683029e-05	0.0	0.0	0.0005868216207	0.0	0.0	1.86098609852e-05	0.0	0.0	0.0	0.0	0.0	6.52649062994e-05	0.0	2.02034085061e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35185580767e-05	0.0	0.0	2.69445343432e-05	0.000115175905907	0.0	0.0	0.0	1.22522751225e-05	0.0	0.0	0.0	0.0	3.70253631295e-05	0.0	0.0
Lachnospiraceae bacterium 4_1_37FAA	0.0	0.00271440898142	0.00351746931877	0.00482718050343	1.11180447868e-05	0.0	0.00675780937529	0.00288245061772	0.0	0.0	0.0	0.0	1.87542991447e-05	0.0	0.0	0.0	0.0	0.0072730677258	0.0	4.87889940335e-06	0.0	0.0	0.0	0.00388272743421	0.0	0.0	0.0	0.0	0.0	0.000579573152177	0.0	0.00158921938263	0.0	0.0	7.61398416675e-05	0.0	0.000334327855563	1.34169635521e-05	0.0	0.0	0.0	0.0	0.0	0.0062258142107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.80617668812e-05	0.0	0.0	0.0	0.0	0.0	2.35872380638e-05	0.0	2.9306522692e-05	7.21475192441e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000851701287321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.56130387345e-06	0.0	0.000250965389476	0.0	2.42841836544e-05	0.0	1.94422697727e-05	0.0	0.0	0.000671753088822	0.0	0.0	0.000156275442043	0.0	0.0	1.74358708851e-05	0.0	0.000173343601285	7.03445458775e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium 5_1_57FAA	0.0	0.0	0.000338245062747	1.39004758369e-05	7.76238030843e-05	5.1120347145e-06	0.000277299502277	0.0	9.59868943004e-06	4.64376771035e-05	0.0	0.0	0.0	2.99269898074e-05	0.00042621792433	0.0	0.0	0.0	0.000210031708434	0.000165450939695	0.0	0.0	0.000127548998424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.40609341408e-05	0.0	0.0	0.0	0.000108314681346	0.0	1.00481156223e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95106223768e-06	0.0	0.0	0.000175618984252	0.000104841129206	2.46264904633e-05	0.0	0.0	0.00999541053784	0.0	0.000346240979104	0.0	0.0	0.0	0.0	3.59285236629e-05	0.0	2.5122630168e-05	0.00140046752254	0.0	6.22084827059e-06	0.0	0.0	9.69724213404e-05	0.0	3.11265305485e-05	3.38554843474e-05	0.000557894089384	0.0	1.58663054911e-05	0.0	4.79525857324e-06	5.50572006757e-06	0.0	0.0	0.0	1.69396515042e-05	0.0	0.0	0.00144770233221	9.09779631642e-06	0.0	9.46956193496e-05	0.0	9.15806476738e-06	0.0	0.0	0.0	2.60475900419e-05	0.0	0.0	4.76617873916e-05	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium 5_1_63FAA	0.00557419402058	0.00113836035752	0.00323004758498	0.0	0.0	0.000523388306708	0.00660495888291	0.00508437568714	0.00055805737362	0.0128835591403	0.00027187791744	0.0	0.000116481038527	0.0	0.0	2.33412001598e-05	0.00223273917747	0.00526796290945	0.000457725416334	0.0717591950575	0.0103349523519	9.89318941424e-05	3.70554029083e-06	0.0	9.54651060395e-05	0.000178180851586	0.000928060781685	0.00166375140691	0.00312008736392	0.00786314711833	0.00314735043393	0.0147323871752	0.000174629513749	0.000869201611804	0.0021211871267	0.000570339026088	0.0	7.08788301001e-05	0.000154080335623	0.00138918589676	0.000516805778021	0.0	0.00278062711634	0.00294295231766	0.000594649743195	0.00643801556709	0.00583989562542	0.000282483793555	0.00417126906116	0.00106583516283	0.00231414340282	0.0	0.00309271636192	0.00117895132506	0.000683273480775	0.00364652688559	0.0	9.86805626346e-06	0.0	0.000102880046231	0.0106356932659	0.00391285368155	0.00119771680452	0.00688214764782	0.00881141757789	8.7583205936e-06	0.00283804956509	0.000709872503279	2.56505945547e-05	0.00324715824442	0.00736240263298	9.78080681421e-06	0.000317666598808	0.00136596224014	0.000291897350361	0.0291486791716	0.00131525532141	0.0016863731114	0.000740371976695	0.00840611810463	0.000150297368341	0.000156239967977	0.00530530380073	3.33510987124e-05	0.00268848020563	1.34291934053e-06	0.0	0.0	0.000760702963942	0.00704420136051	0.00343219794748	0.0	0.00492777956775	0.000643958227505	0.000481141426572	0.00730578789326	0.000186878160389	0.0	0.000421936401844	0.000362042725521	0.00143999747698	0.00116315391505	0.00503097315616	0.000421727707372	0.00894663574371	0.00623244555657
Lachnospiraceae bacterium 6_1_63FAA	0.000110798857471	1.12950176687e-05	0.000118952726222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44998712976e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000396021895254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79143223604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014063982247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74383888923e-06	0.0	0.0	0.0	1.2107399195e-05	0.0	0.0	5.51578767689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59370169632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium 8_1_57FAA	0.0	0.0	6.09780400818e-06	4.77346375128e-05	0.0	5.63646267668e-06	0.0	0.0	0.000252170785474	7.90730036982e-05	4.35219329349e-06	9.92639062142e-05	5.64249334693e-05	0.00515879760225	0.00255013584011	4.56552129367e-05	0.000164556953581	0.00705725458677	0.0	0.000809836699681	0.000208848234052	3.67038268896e-06	1.07932128412e-05	0.0	0.0	0.0	5.94254650307e-05	7.02789811411e-06	0.000935811090301	0.000244121513376	1.4742677174e-05	0.0	0.0	0.0	0.00247727589899	0.000169878237674	0.0	0.0	0.0	0.00054660557737	0.00152423683594	0.00367979208157	2.04981848482e-05	0.0	0.0	3.1449348732e-05	0.0	0.0	9.311466729e-06	0.0	5.50656082176e-05	0.007838583672	0.00241512552526	0.0	0.0	0.0	0.0	3.09872422823e-06	0.0	0.0	6.64408040703e-05	5.80727558668e-06	4.87368873543e-05	0.000243655514384	0.0	0.0	0.0	0.0	4.34436388506e-05	3.48319438998e-05	0.011975517794	0.000410598631671	0.0	6.45861379304e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.49397356897e-05	0.0	9.74242569432e-06	0.0	6.79311097963e-05	0.0	0.0	0.000279982263854	0.00247558204891	0.0	8.51489973293e-05	0.0	0.0	0.0	0.0	0.0	0.000225685884852	0.00141257072096	0.0	1.58526259409e-05	0.0	0.0	0.0	7.72847176073e-05	5.35166492928e-06	5.30174700315e-06
Lachnospiraceae bacterium 9_1_43BFAA	0.0	0.0170643637795	0.00758632571995	0.0161678927779	0.0	0.0	0.0180779186284	0.00821737303174	0.0	0.0	0.0	0.0	0.000112525794868	0.0	0.0	0.0	0.0	0.0378621948813	0.0	4.87889940335e-06	0.0	0.0	0.0	0.00211521718431	0.0	0.0	0.0	0.0	0.0	0.0022983073276	0.0	0.00660882694484	0.0	1.73153894143e-05	0.000723328495841	1.12069834848e-05	0.000570323988901	1.34169635521e-05	0.0	0.0	0.0	0.000519628678309	0.0	0.0163885403488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33848057343e-05	0.0	0.0	8.68252260283e-06	0.0	0.0	7.07617141913e-05	0.0	0.00029306522692	7.21475192441e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.00351887110814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136238354287	0.0	3.64262754816e-05	0.0	0.000165259293068	2.66232282184e-05	0.0	0.00506053993579	0.0	0.0	0.000625101768174	0.0	0.0	6.97434835405e-05	0.0	0.00105582011692	0.000474825684673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae oral taxon 107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.005920421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01724077366e-05	0.0	0.0	0.0	0.0	0.0	1.10317062138e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.136617418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
